Family,Gene_ID
CDYL2,gene-Smp_078280
CECR2,gene-Smp_164080
CELF1,gene-Smp_032320.1
CELF2,gene-Smp_032320.1
CELF3,gene-Smp_032320.1
CELF4,gene-Smp_032320.1
CELF5,gene-Smp_032320.1
CELF6,gene-Smp_032320.1
CHD1,gene-Smp_078280
CHD1,gene-Smp_041760
CHD1,gene-Smp_163110
CHD1,gene-Smp_194820
CHD1L,gene-Smp_163110
CHD1L,gene-Smp_194820
CHD2,gene-Smp_078280
CHD2,gene-Smp_041760
CHD2,gene-Smp_163110
CHD2,gene-Smp_194820
CHD3,gene-Smp_128600
CHD3,gene-Smp_079650
CHD3,gene-Smp_078280
CHD3,gene-Smp_128600
CHD3,gene-Smp_079650
CHD3,gene-Smp_163110
CHD3,gene-Smp_131550
CHD3,gene-Smp_194820
CHD4,gene-Smp_128600
CHD4,gene-Smp_079650
CHD4,gene-Smp_078280
CHD4,gene-Smp_128600
CHD4,gene-Smp_079650
CHD4,gene-Smp_163110
CHD4,gene-Smp_131550
CHD4,gene-Smp_194820
CHD5,gene-Smp_128600
CHD5,gene-Smp_079650
CHD5,gene-Smp_078280
CHD5,gene-Smp_128600
CHD5,gene-Smp_079650
CHD5,gene-Smp_163110
CHD5,gene-Smp_131550
CHD5,gene-Smp_194820
CHD6,gene-Smp_158050
CHD6,gene-Smp_078280
CHD6,gene-Smp_163110
CHD6,gene-Smp_194820
CHD7,gene-Smp_158050
CHD7,gene-Smp_078280
CHD7,gene-Smp_163110
CHD7,gene-Smp_194820
CHD8,gene-Smp_158050
CHD8,gene-Smp_078280
CHD8,gene-Smp_163110
CHD8,gene-Smp_194820
CHD9,gene-Smp_158050
CHD9,gene-Smp_078280
CHD9,gene-Smp_163110
CHD9,gene-Smp_194820
CHEK1,gene-Smp_077180
CHRAC1,gene-Smp_031720
CIR1,gene-Smp_058780
CIT,gene-Smp_169800
CIT,gene-Smp_077180
CIT,gene-Smp_096310
CLNS1A,gene-Smp_016990
CLOCK,gene-Smp_168600
CLOCK,gene-Smp_136450
CLOCK,gene-Smp_168600
CRB2,gene-Smp_163920
CRB2,gene-Smp_128580
CRB2,gene-Smp_135370
CSNK2A1,gene-Smp_077180
CSRP2BP,gene-Smp_050590
CTBP1,gene-Smp_211270
CTBP1,gene-Smp_082370
CTBP2,gene-Smp_211270
CTBP2,gene-Smp_082370
CTCF,gene-Smp_155070
CTCF,gene-Smp_155070
CTCF,gene-Smp_155070
CTCFL,gene-Smp_155070
CTCFL,gene-Smp_155070
CTR9,gene-Smp_160270
CTR9,gene-Smp_160270
CUL1,gene-Smp_152400
CUL1,gene-Smp_031000.1
CUL2,gene-Smp_152400
CUL2,gene-Smp_031000.1
CUL3,gene-Smp_152400
CUL3,gene-Smp_031000.1
CUL4A,gene-Smp_152400
CUL4A,gene-Smp_031000.1
CUL4B,gene-Smp_152400
CUL4B,gene-Smp_031000.1
CUL5,gene-Smp_152400
CUL5,gene-Smp_031000.1
CXXC1,gene-Smp_131550
CXXC1,gene-Smp_022020.1
CXXC1,gene-Smp_153360
DAPK3,gene-Smp_077180
DDB1,gene-Smp_175430
DDB1,gene-Smp_175430
DDB2,gene-Smp_163780
DDX17,gene-Smp_163110
DDX17,gene-Smp_163110
DDX21,gene-Smp_163110
DDX21,gene-Smp_157800
DDX21,gene-Smp_163110
DDX50,gene-Smp_163110
DDX50,gene-Smp_157800
DDX50,gene-Smp_163110
DEK,gene-Smp_059710
DEK,gene-Smp_062720.1
DHX9,gene-Smp_163110
DHX9,gene-Smp_149450
DHX9,gene-Smp_087270
DHX9,gene-Smp_163110
DHX9,gene-Smp_087270
DMAP1,gene-Smp_002160
DNAJC1,gene-Smp_196180
DNAJC1,gene-Smp_064650
DNAJC2,gene-Smp_196180
DNAJC2,gene-Smp_064650
DND1,gene-Smp_023670
DND1,gene-Smp_032320.1
DNMT3A,gene-Smp_198180
DNMT3A,gene-Smp_041750
DNMT3B,gene-Smp_198180
DNMT3B,gene-Smp_041750
DNTTIP2,gene-Smp_038980.1
DOT1L,gene-Smp_165000
DPF1,gene-Smp_131550
DPF1,gene-Smp_123390
DPF2,gene-Smp_131550
DPF2,gene-Smp_123390
DPF3,gene-Smp_131550
DPF3,gene-Smp_123390
DPY30,gene-Smp_163660
DR1,gene-Smp_031720
DTX3L,gene-Smp_005020
DZIP3,gene-Smp_005020
EED,gene-Smp_163780
EEF1AKMT3,gene-Smp_210900
EEF1AKMT4,gene-Smp_070340
EEF1AKNMT,gene-Smp_070340
EHMT1,gene-Smp_136530
EHMT1,gene-Smp_136530
EHMT1,gene-Smp_043580
EHMT1,gene-Smp_149380
EHMT2,gene-Smp_136530
EHMT2,gene-Smp_043580
EHMT2,gene-Smp_149380
EIF4A3,gene-Smp_163110
EIF4A3,gene-Smp_163110
ELP2,gene-Smp_163780
ELP3,gene-Smp_050590
ELP3,gene-Smp_147410
ELP4,gene-Smp_015800
ELP5,gene-Smp_115450
ELP6,gene-Smp_160080.1
ENY2,gene-Smp_038300
EP400,gene-Smp_128890.1
EP400,gene-Smp_163110
EP400,gene-Smp_194820
ERBB4,gene-Smp_165470
ERBB4,gene-Smp_165470
ERBB4,gene-Smp_077180
ERBB4,gene-Smp_165470
ERCC6,gene-Smp_163110
ERCC6,gene-Smp_194820
EXOSC1,gene-Smp_097250
EXOSC1,gene-Smp_007540
EXOSC2,gene-Smp_097250
EXOSC4,gene-Smp_048620
EXOSC4,gene-Smp_048620
EXOSC5,gene-Smp_048620
EXOSC5,gene-Smp_048620
EXOSC6,gene-Smp_048620
EXOSC7,gene-Smp_048620
EXOSC7,gene-Smp_048620
EXOSC8,gene-Smp_048620
EXOSC8,gene-Smp_048620
EXOSC9,gene-Smp_048620
EXOSC9,gene-Smp_048620
FBL,gene-Smp_044280.1
GADD45A,gene-Smp_044580
GADD45B,gene-Smp_044580
GADD45G,gene-Smp_044580
GATAD1,gene-Smp_080030
GATAD2B,gene-Smp_080030
GFI1B,gene-Smp_155070
GFI1B,gene-Smp_155070
GSE1,gene-Smp_015190
GSG2,gene-Smp_026510
GSG2,gene-Smp_077180
HAT1,gene-Smp_178700.1
HCFC1,gene-Smp_096320
HCFC1,gene-Smp_096320
HCFC2,gene-Smp_096320
HCFC2,gene-Smp_096320
HCFC2,gene-Smp_014050
HDAC1,gene-Smp_093280
HDAC10,gene-Smp_093280
HDAC11,gene-Smp_093280
HDAC2,gene-Smp_093280
HDAC3,gene-Smp_093280
HDAC6,gene-Smp_093280
HDAC6,gene-Smp_017890
HDAC7,gene-Smp_093280
HDAC8,gene-Smp_093280
HDGF,gene-Smp_041750
HDGFL2,gene-Smp_125340
HDGFL2,gene-Smp_041750
HELLS,gene-Smp_163110
HELLS,gene-Smp_194820
HIF1AN,gene-Smp_128500
HINFP,gene-Smp_155070
HINFP,gene-Smp_155070
HINFP,gene-Smp_155070
HIRA,gene-Smp_090070
HIRA,gene-Smp_073560.1
HIRA,gene-Smp_163780
HMG20A,gene-Smp_148110
HMG20B,gene-Smp_148110
HMGB1,gene-Smp_148110
HMGB1,gene-Smp_148190
HNRNPU,gene-Smp_062720.1
HNRNPU,gene-Smp_163110
HNRPL,gene-Smp_032320.1
HNRPL,gene-Smp_036590.1
HP1BP3,gene-Smp_003770
HR,gene-Smp_132170
HSPA1A,gene-Smp_106130.1
HSPA1A,gene-Smp_106130.1
HSPA1B,gene-Smp_106130.1
HSPA1B,gene-Smp_106130.1
HUWE1,gene-Smp_167690
HUWE1,gene-Smp_167680.1
HUWE1,gene-Smp_167680.1
HUWE1,gene-Smp_165260
HUWE1,gene-Smp_061920.1
HUWE1,gene-Smp_143560
IKBKAP,gene-Smp_144930
IKZF1,gene-Smp_155070
ING1,gene-Smp_120980
ING1,gene-Smp_131550
ING2,gene-Smp_120980
ING2,gene-Smp_131550
ING3,gene-Smp_120980
ING3,gene-Smp_131550
ING4,gene-Smp_120980
ING4,gene-Smp_131550
ING5,gene-Smp_120980
ING5,gene-Smp_131550
INO80,gene-Smp_163620
INO80,gene-Smp_163110
INO80,gene-Smp_194820
INO80C,gene-Smp_018030
JADE1,gene-Smp_097110
JADE1,gene-Smp_132170
JADE1,gene-Smp_132170
JADE2,gene-Smp_097110
JADE2,gene-Smp_132170
JADE2,gene-Smp_132170
JADE3,gene-Smp_097110
JADE3,gene-Smp_131550
JADE3,gene-Smp_132170
JAK2,gene-Smp_077180
JAK2,gene-Smp_196030
JARID2,gene-Smp_157150
JARID2,gene-Smp_132170
JARID2,gene-Smp_132170
JARID2,gene-Smp_156290
JDP2,gene-Smp_151280.1
JMJD1C,gene-Smp_132170
JMJD6,gene-Smp_132170
KANSL1,gene-Smp_174240.1
KAT2A,gene-Smp_050590
KAT2A,gene-Smp_164080
KAT2A,gene-Smp_070190
KAT2B,gene-Smp_050590
KAT2B,gene-Smp_164080
KAT2B,gene-Smp_070190
KAT5,gene-Smp_198670
KAT5,gene-Smp_194520
KAT6A,gene-Smp_198670
KAT6A,gene-Smp_131550
KAT6B,gene-Smp_003770
KAT6B,gene-Smp_198670
KAT6B,gene-Smp_131550
KAT7,gene-Smp_198670
KAT7,gene-Smp_168610
KAT8,gene-Smp_198670
KAT8,gene-Smp_194520
KDM1A,gene-Smp_162940
KDM1A,gene-Smp_122760.1
KDM1B,gene-Smp_162940
KDM1B,gene-Smp_055720.1
KDM2A,gene-Smp_014050
KDM2A,gene-Smp_132170
KDM2A,gene-Smp_022020.1
KDM2B,gene-Smp_128500
KDM2B,gene-Smp_014050
KDM2B,gene-Smp_022020.1
KDM3A,gene-Smp_132170
KDM3B,gene-Smp_132170
KDM4A,gene-Smp_132170
KDM4A,gene-Smp_132170
KDM4A,gene-Smp_132170
KDM4A,gene-Smp_132170
KDM4B,gene-Smp_132170
KDM4B,gene-Smp_132170
KDM4B,gene-Smp_132170
KDM4B,gene-Smp_132170
KDM4C,gene-Smp_132170
KDM4C,gene-Smp_132170
KDM4C,gene-Smp_132170
KDM4C,gene-Smp_132170
KDM4D,gene-Smp_132170
KDM4D,gene-Smp_132170
KDM4E,gene-Smp_132170
KDM4E,gene-Smp_132170
KDM5A,gene-Smp_157150
KDM5A,gene-Smp_132170
KDM5A,gene-Smp_132170
KDM5A,gene-Smp_131550
KDM5A,gene-Smp_156290
KDM5A,gene-Smp_156290
KDM5B,gene-Smp_157150
KDM5B,gene-Smp_132170
KDM5B,gene-Smp_132170
KDM5B,gene-Smp_131550
KDM5B,gene-Smp_156290
KDM5B,gene-Smp_156290
KDM5C,gene-Smp_157150
KDM5C,gene-Smp_132170
KDM5C,gene-Smp_132170
KDM5C,gene-Smp_131550
KDM5C,gene-Smp_156290
KDM5C,gene-Smp_156290
KDM5D,gene-Smp_157150
KDM5D,gene-Smp_132170
KDM5D,gene-Smp_132170
KDM5D,gene-Smp_131550
KDM5D,gene-Smp_156290
KDM5D,gene-Smp_156290
KDM6A,gene-Smp_132170
KDM6A,gene-Smp_160270
KDM6A,gene-Smp_064860
KDM6A,gene-Smp_139760
KDM6B,gene-Smp_132170
KDM7A,gene-Smp_131550
KDM7A,gene-Smp_132170
KDM8,gene-Smp_128500
KEAP1,gene-Smp_096320
KEAP1,gene-Smp_077440
KEAP1,gene-Smp_096320
KMT2A,gene-Smp_070170
KMT2A,gene-Smp_070170
KMT2A,gene-Smp_131550
KMT2A,gene-Smp_149380
KMT2A,gene-Smp_022020.1
KMT2A,gene-Smp_132170
KMT2B,gene-Smp_070170
KMT2B,gene-Smp_070170
KMT2B,gene-Smp_131550
KMT2B,gene-Smp_149380
KMT2B,gene-Smp_022020.1
KMT2B,gene-Smp_132170
KMT2C,gene-Smp_070170
KMT2C,gene-Smp_070170
KMT2C,gene-Smp_131550
KMT2C,gene-Smp_149380
KMT2C,gene-Smp_132170
KMT2D,gene-Smp_070170
KMT2D,gene-Smp_070170
KMT2D,gene-Smp_131550
KMT2D,gene-Smp_149380
KMT2D,gene-Smp_132170
KMT2E,gene-Smp_131550
KMT2E,gene-Smp_149380
L3MBTL1,gene-Smp_159100
L3MBTL1,gene-Smp_068230
L3MBTL1,gene-Smp_168610
L3MBTL2,gene-Smp_159100
L3MBTL3,gene-Smp_159100
L3MBTL3,gene-Smp_068230
L3MBTL4,gene-Smp_159100
L3MBTL4,gene-Smp_068230
L3MBTL4,gene-Smp_168610
LAS1L,gene-Smp_153730
LEO1,gene-Smp_172160
LRWD1,gene-Smp_153220
LRWD1,gene-Smp_163780
MAGOH,gene-Smp_103470.1
MAP3K7,gene-Smp_077180
MAPKAPK3,gene-Smp_077180
MASTL,gene-Smp_077180
MAX,gene-Smp_168600
MAZ,gene-Smp_155070
MAZ,gene-Smp_155070
MAZ,gene-Smp_155070
MBD1,gene-Smp_150850.1
MBD1,gene-Smp_022020.1
MBD2,gene-Smp_150850.1
MBD2,gene-Smp_138180.1
MBD3,gene-Smp_150850.1
MBD3,gene-Smp_138180.1
MBD4,gene-Smp_074010.1
MBD4,gene-Smp_150850.1
MBNL1,gene-Smp_017080.1
MBNL3,gene-Smp_017080.1
MBTD1,gene-Smp_159100
MCRS1,gene-Smp_157940
MCRS1,gene-Smp_173780
MDC1,gene-Smp_157940
MEAF6,gene-Smp_083930
MECP2,gene-Smp_150850.1
MEN1,gene-Smp_163760
METTL11B,gene-Smp_124220
METTL14,gene-Smp_172190.1
METTL16,gene-Smp_129140.1
METTL21A,gene-Smp_210900
METTL3,gene-Smp_172190.1
METTL4,gene-Smp_172190.1
MGA,gene-Smp_168600
MGA,gene-Smp_145230
MGEA5,gene-Smp_210490
MINA,gene-Smp_128500
MIS18A,gene-Smp_171850
MLLT1,gene-Smp_153560
MLLT10,gene-Smp_132170
MLLT10,gene-Smp_132170
MLLT6,gene-Smp_132170
MORF4L1,gene-Smp_140950
MORF4L1,gene-Smp_194520
MORF4L2,gene-Smp_140950
MPHOSPH8,gene-Smp_136530
MPHOSPH8,gene-Smp_078280
MPND,gene-Smp_078320
MPND,gene-Smp_126540
MRGBP,gene-Smp_130630
MSH6,gene-Smp_042670.1
MSH6,gene-Smp_172620
MSH6,gene-Smp_172620
MSH6,gene-Smp_172620
MSH6,gene-Smp_172620
MSH6,gene-Smp_041750
MSL1,gene-Smp_174240.1
MSL3,gene-Smp_140950
MSL3,gene-Smp_194520
MTA1,gene-Smp_071200
MTA1,gene-Smp_064650
MTA1,gene-Smp_080030
MTA2,gene-Smp_071200
MTA2,gene-Smp_064650
MTA2,gene-Smp_080030
MTA3,gene-Smp_071200
MTA3,gene-Smp_064650
MTA3,gene-Smp_080030
MYBBP1A,gene-Smp_006630.1
MYSM1,gene-Smp_078320
MYSM1,gene-Smp_064650
MYSM1,gene-Smp_122760.1
NAA60,gene-Smp_050590
NAP1L1,gene-Smp_023530
NAP1L2,gene-Smp_023530
NAP1L4,gene-Smp_023530
NASP,gene-Smp_058320
NASP,gene-Smp_160270
NAT10,gene-Smp_144490
NAT10,gene-Smp_144490
NAT10,gene-Smp_034190.1
NAT10,gene-Smp_144490
NAT10,gene-Smp_144490
NAT10,gene-Smp_144490
NAT10,gene-Smp_034190.1
NAT10,gene-Smp_144490
NCL,gene-Smp_032320.1
NCOR1,gene-Smp_064650
NCOR2,gene-Smp_064650
NEK6,gene-Smp_077180
NEK9,gene-Smp_077180
NEK9,gene-Smp_024240
NFYB,gene-Smp_031720
NFYC,gene-Smp_031720
NIPBL,gene-Smp_017810
NIPBL,gene-Smp_017810
NOC2L,gene-Smp_154980
NPAS2,gene-Smp_168600
NPAS2,gene-Smp_136450
NPAS2,gene-Smp_168600
NPM2,gene-Smp_163920
NSD1,gene-Smp_131550
NSD1,gene-Smp_041750
NSD1,gene-Smp_149380
NSRP1,gene-Smp_159940
NSUN2,gene-Smp_143020
NSUN6,gene-Smp_143020
NTMT1,gene-Smp_124220
NUP98,gene-Smp_027890
NUP98,gene-Smp_133450
OGT,gene-Smp_046930
OGT,gene-Smp_160270
OGT,gene-Smp_037400
OGT,gene-Smp_139760
OIP5,gene-Smp_171850
PAF1,gene-Smp_045940
PAGR1,gene-Smp_030020
PAK2,gene-Smp_162900
PAK2,gene-Smp_077180
PARG,gene-Smp_142180
PARP1,gene-Smp_143760
PARP1,gene-Smp_129260
PARP1,gene-Smp_128950
PARP1,gene-Smp_145810.1
PARP1,gene-Smp_145810.1
PARP1,gene-Smp_129260
PARP2,gene-Smp_128950
PARP2,gene-Smp_145810.1
PARP2,gene-Smp_145810.1
PARP3,gene-Smp_128950
PARP3,gene-Smp_145810.1
PARP3,gene-Smp_145810.1
PAXIP1,gene-Smp_143760
PAXIP1,gene-Smp_143760
PBK,gene-Smp_077180
PBRM1,gene-Smp_071200
PBRM1,gene-Smp_164080
PBRM1,gene-Smp_148110
PCGF1,gene-Smp_005020
PCGF2,gene-Smp_005020
PCGF3,gene-Smp_005020
PCGF5,gene-Smp_005020
PCGF6,gene-Smp_005020
PCNA,gene-Smp_046500.1
PCNA,gene-Smp_046500.1
PDP1,gene-Smp_087980
PHC2,gene-Smp_068230
PHC3,gene-Smp_068230
PHF10,gene-Smp_131550
PHF12,gene-Smp_131550
PHF13,gene-Smp_131550
PHF14,gene-Smp_131550
PHF14,gene-Smp_132170
PHF2,gene-Smp_132170
PHF2,gene-Smp_131550
PHF8,gene-Smp_132170
PHF8,gene-Smp_131550
PHIP,gene-Smp_164080
PHIP,gene-Smp_163780
PIWIL4,gene-Smp_198380
PIWIL4,gene-Smp_198380
PKM,gene-Smp_156360
PKM,gene-Smp_156360
PKN1,gene-Smp_160760
PKN1,gene-Smp_077180
PKN1,gene-Smp_096310
POGZ,gene-Smp_211130
POGZ,gene-Smp_211130
POLE3,gene-Smp_031720
PPARGC1A,gene-Smp_032320.1
PPM1G,gene-Smp_087980
PPP2CA,gene-Smp_017860
PPP4C,gene-Smp_017860
PPP4R2,gene-Smp_073290
PRDM1,gene-Smp_149380
PRDM1,gene-Smp_155070
PRDM12,gene-Smp_155070
PRDM13,gene-Smp_155070
PRDM13,gene-Smp_155070
PRDM14,gene-Smp_149380
PRDM14,gene-Smp_155070
PRDM14,gene-Smp_155070
PRDM14,gene-Smp_155070
PRDM16,gene-Smp_155070
PRDM16,gene-Smp_155070
PRDM16,gene-Smp_155070
PRDM2,gene-Smp_149380
PRDM2,gene-Smp_155070
PRDM2,gene-Smp_155070
PRDM4,gene-Smp_155070
PRDM4,gene-Smp_155070
PRDM5,gene-Smp_155070
PRDM5,gene-Smp_155070
PRDM5,gene-Smp_155070
PRDM5,gene-Smp_155070
PRDM5,gene-Smp_171420
PRDM6,gene-Smp_149380
PRDM6,gene-Smp_155070
PRDM6,gene-Smp_155070
PRDM6,gene-Smp_155070
PRDM8,gene-Smp_155070
PRKAA1,gene-Smp_077180
PRKAA2,gene-Smp_077180
PRKAB1,gene-Smp_124310
PRKAB2,gene-Smp_124310
PRKAG1,gene-Smp_058360.1
PRKAG2,gene-Smp_058360.1
PRKAG3,gene-Smp_058360.1
PRKCA,gene-Smp_155950
PRKCA,gene-Smp_163750
PRKCA,gene-Smp_077180
PRKCA,gene-Smp_096310
PRKCB,gene-Smp_155950
PRKCB,gene-Smp_163750
PRKCB,gene-Smp_077180
PRKCB,gene-Smp_096310
PRKCD,gene-Smp_155950
PRKCD,gene-Smp_077180
PRKCD,gene-Smp_096310
PRMT1,gene-Smp_038940
PRMT2,gene-Smp_070340
PRMT2,gene-Smp_176580
PRMT5,gene-Smp_070340
PRMT7,gene-Smp_070340
PRMT8,gene-Smp_070340
PRMT9,gene-Smp_070340
PRMT9,gene-Smp_037400
PSIP1,gene-Smp_125340
PSIP1,gene-Smp_041750
PTBP1,gene-Smp_032320.1
PTBP1,gene-Smp_036590.1
PTBP1,gene-Smp_032320.1
PTBP1,gene-Smp_036590.1
PUF60,gene-Smp_032320.1
RAD51,gene-Smp_022470
RAD51,gene-Smp_134090
RAD54B,gene-Smp_163110
RAD54B,gene-Smp_194820
RAD54L,gene-Smp_163110
RAD54L,gene-Smp_194820
RAD54L,gene-Smp_194820
RAD54L2,gene-Smp_163110
RAD54L2,gene-Smp_194820
RAI1,gene-Smp_132170
RARA,gene-Smp_163790
RARA,gene-Smp_163790
RBBP4,gene-Smp_068950
RBBP4,gene-Smp_163780
RBBP5,gene-Smp_163780
RBBP7,gene-Smp_068950
RBBP7,gene-Smp_163780
RBM11,gene-Smp_032320.1
RBM15,gene-Smp_032320.1
RBM15,gene-Smp_027550.1
RBM15B,gene-Smp_032320.1
RBM15B,gene-Smp_027550.1
RBM17,gene-Smp_017080.1
RBM17,gene-Smp_032320.1
RBM24,gene-Smp_032320.1
RBM25,gene-Smp_207060
RBM25,gene-Smp_032320.1
RBM4,gene-Smp_032320.1
RBM4,gene-Smp_039640.1
RBM5,gene-Smp_017080.1
RBM5,gene-Smp_080850
RBM5,gene-Smp_032320.1
RBM5,gene-Smp_126850.1
RBM7,gene-Smp_032320.1
RBM8A,gene-Smp_032320.1
RBX1,gene-Smp_048680
RCC1,gene-Smp_024240
RCOR1,gene-Smp_064650
RCOR1,gene-Smp_064650
RCOR3,gene-Smp_064650
RCOR3,gene-Smp_064650
REST,gene-Smp_155070
REST,gene-Smp_155070
RING1,gene-Smp_005020
RLIM,gene-Smp_005020
RMI1,gene-Smp_001095
RNF168,gene-Smp_171450
RNF2,gene-Smp_005020
RNF20,gene-Smp_005020
RNF40,gene-Smp_005020
RNF8,gene-Smp_157940
RNF8,gene-Smp_005020
RNPS1,gene-Smp_032320.1
RPS6KA3,gene-Smp_077180
RPS6KA3,gene-Smp_096310
RPS6KA4,gene-Smp_077180
RPS6KA4,gene-Smp_096310
RPS6KA5,gene-Smp_077180
RPS6KA5,gene-Smp_096310
RPUSD3,gene-Smp_210920
RRP8,gene-Smp_079750
RUVBL1,gene-Smp_025510
RUVBL2,gene-Smp_025510
RYBP,gene-Smp_126850.1
SAP18,gene-Smp_085480
SATB1,gene-Smp_013070
SATB1,gene-Smp_017020
SATB2,gene-Smp_013070
SATB2,gene-Smp_017020
SCMH1,gene-Smp_074050
SCMH1,gene-Smp_159100
SCMH1,gene-Smp_068230
SCML2,gene-Smp_074050
SCML2,gene-Smp_159100
SCML2,gene-Smp_068230
SCML4,gene-Smp_074050
SCML4,gene-Smp_068230
SENP1,gene-Smp_159120
SENP3,gene-Smp_159120
SET,gene-Smp_023530
SETD1A,gene-Smp_140390.1
SETD1A,gene-Smp_032320.1
SETD1A,gene-Smp_149380
SETD1B,gene-Smp_140390.1
SETD1B,gene-Smp_032320.1
SETD1B,gene-Smp_149380
SETD2,gene-Smp_149380
SETD2,gene-Smp_103090
SETD2,gene-Smp_162890
SETD3,gene-Smp_148360
SETD3,gene-Smp_149380
SETD5,gene-Smp_149380
SETD6,gene-Smp_148360
SETD6,gene-Smp_149380
SETD7,gene-Smp_129740
SETD7,gene-Smp_149380
SETD8,gene-Smp_149380
SETDB1,gene-Smp_150850.1
SETDB1,gene-Smp_043580
SETDB1,gene-Smp_149380
SETDB2,gene-Smp_150850.1
SETDB2,gene-Smp_043580
SETDB2,gene-Smp_149380
SF3B1,gene-Smp_141630.1
SF3B3,gene-Smp_175430
SF3B3,gene-Smp_175430
SFMBT1,gene-Smp_074050
