Family,Gene_ID
BRD2,gene-KSF78_0005266
BRD3,gene-KSF78_0005266
BRD4,gene-KSF78_0005266
BRD7,gene-KSF78_0005266
BRD7,gene-KSF78_0000796
BRD8,gene-KSF78_0005266
BRD9,gene-KSF78_0005266
BRD9,gene-KSF78_0000796
BRDT,gene-KSF78_0005266
BRMS1,gene-KSF78_0004593
BRMS1L,gene-KSF78_0004593
BRPF1,gene-KSF78_0005266
BRPF1,gene-KSF78_0004687
BRPF1,gene-KSF78_0005046
BRPF1,gene-KSF78_0004687
BRPF1,gene-KSF78_0005046
BRPF3,gene-KSF78_0005266
BRPF3,gene-KSF78_0004687
BRPF3,gene-KSF78_0005046
BRPF3,gene-KSF78_0004687
BRPF3,gene-KSF78_0005046
BRWD1,gene-KSF78_0005266
BRWD1,gene-KSF78_0005545
BRWD3,gene-KSF78_0005266
BRWD3,gene-KSF78_0005545
BUB1,gene-KSF78_0002241
BUB1,gene-KSF78_0005539
C11orf30,gene-KSF78_0007579
C14orf169,gene-KSF78_0004359
CBLL1,gene-KSF78_0005518
CBX1,gene-KSF78_0005240
CBX1,gene-KSF78_0005240
CBX2,gene-KSF78_0005240
CBX3,gene-KSF78_0005240
CBX3,gene-KSF78_0005240
CBX4,gene-KSF78_0005240
CBX5,gene-KSF78_0005240
CBX5,gene-KSF78_0005240
CBX6,gene-KSF78_0005240
CBX7,gene-KSF78_0005240
CBX8,gene-KSF78_0005240
CCDC101,gene-KSF78_0007330
CDC6,gene-KSF78_0005460
CDC6,gene-KSF78_0003942
CDC73,gene-KSF78_0000369
CDK1,gene-KSF78_0005539
CDK17,gene-KSF78_0005539
CDK2,gene-KSF78_0005539
CDK3,gene-KSF78_0005539
CDK5,gene-KSF78_0005539
CDK7,gene-KSF78_0005539
CDK9,gene-KSF78_0005539
CDY1,gene-KSF78_0005240
CDY1,gene-KSF78_0002920
CDY1B,gene-KSF78_0005240
CDY1B,gene-KSF78_0002920
CDY2A,gene-KSF78_0005240
CDY2A,gene-KSF78_0002920
CDY2B,gene-KSF78_0005240
CDY2B,gene-KSF78_0002920
CDYL,gene-KSF78_0005240
CDYL,gene-KSF78_0002920
CDYL2,gene-KSF78_0005240
CDYL2,gene-KSF78_0002920
CECR2,gene-KSF78_0005266
CELF1,gene-KSF78_0005505
CELF2,gene-KSF78_0005505
CELF3,gene-KSF78_0005505
CELF4,gene-KSF78_0005505
CELF5,gene-KSF78_0005505
CELF6,gene-KSF78_0005505
CHD1,gene-KSF78_0005240
CHD1,gene-KSF78_0006497
CHD1,gene-KSF78_0005543
CHD1,gene-KSF78_0005543
CHD1L,gene-KSF78_0005543
CHD1L,gene-KSF78_0005543
CHD2,gene-KSF78_0005240
CHD2,gene-KSF78_0006497
CHD2,gene-KSF78_0005543
CHD2,gene-KSF78_0005543
CHD3,gene-KSF78_0003279
CHD3,gene-KSF78_0000732
CHD3,gene-KSF78_0005240
CHD3,gene-KSF78_0003279
CHD3,gene-KSF78_0003279
CHD3,gene-KSF78_0005543
CHD3,gene-KSF78_0005046
CHD3,gene-KSF78_0005543
CHD4,gene-KSF78_0003279
CHD4,gene-KSF78_0000732
CHD4,gene-KSF78_0005240
CHD4,gene-KSF78_0003279
CHD4,gene-KSF78_0003279
CHD4,gene-KSF78_0005543
CHD4,gene-KSF78_0005046
CHD4,gene-KSF78_0005543
CHD5,gene-KSF78_0003279
CHD5,gene-KSF78_0000732
CHD5,gene-KSF78_0005240
CHD5,gene-KSF78_0003279
CHD5,gene-KSF78_0003279
CHD5,gene-KSF78_0005543
CHD5,gene-KSF78_0005046
CHD5,gene-KSF78_0005543
CHD6,gene-KSF78_0004220
CHD6,gene-KSF78_0005240
CHD6,gene-KSF78_0005543
CHD6,gene-KSF78_0005543
CHD7,gene-KSF78_0004220
CHD7,gene-KSF78_0005240
CHD7,gene-KSF78_0005543
CHD7,gene-KSF78_0005543
CHD8,gene-KSF78_0004220
CHD8,gene-KSF78_0005240
CHD8,gene-KSF78_0005543
CHD8,gene-KSF78_0005543
CHD9,gene-KSF78_0004220
CHD9,gene-KSF78_0005240
CHD9,gene-KSF78_0005543
CHD9,gene-KSF78_0005543
CHEK1,gene-KSF78_0005539
CHRAC1,gene-KSF78_0005771
CIR1,gene-KSF78_0002895
CIT,gene-KSF78_0005362
CIT,gene-KSF78_0005539
CIT,gene-KSF78_0005461
CLNS1A,gene-KSF78_0004830
CLOCK,gene-KSF78_0005417
CLOCK,gene-KSF78_0004342
CLOCK,gene-KSF78_0004026
CRB2,gene-KSF78_0005549
CRB2,gene-KSF78_0003917
CRB2,gene-KSF78_0005549
CSNK2A1,gene-KSF78_0005539
CSRP2BP,gene-KSF78_0004973
CTBP1,gene-KSF78_0004665
CTBP1,gene-KSF78_0005241
CTBP2,gene-KSF78_0004665
CTBP2,gene-KSF78_0005241
CTCF,gene-KSF78_0005440
CTCF,gene-KSF78_0005440
CTCF,gene-KSF78_0005440
CTCFL,gene-KSF78_0005440
CTCFL,gene-KSF78_0005440
CTR9,gene-KSF78_0005260
CTR9,gene-KSF78_0005484
CUL1,gene-KSF78_0005334
CUL1,gene-KSF78_0005334
CUL2,gene-KSF78_0005334
CUL2,gene-KSF78_0005334
CUL3,gene-KSF78_0005334
CUL3,gene-KSF78_0005334
CUL4A,gene-KSF78_0005334
CUL4A,gene-KSF78_0005334
CUL4B,gene-KSF78_0005334
CUL4B,gene-KSF78_0005334
CUL5,gene-KSF78_0005334
CUL5,gene-KSF78_0005334
CXXC1,gene-KSF78_0005046
CXXC1,gene-KSF78_0005589
CXXC1,gene-KSF78_0006552
DAPK3,gene-KSF78_0005539
DDB1,gene-KSF78_0006566
DDB1,gene-KSF78_0006566
DDB2,gene-KSF78_0005545
DDX17,gene-KSF78_0005507
DDX17,gene-KSF78_0005543
DDX21,gene-KSF78_0005507
DDX21,gene-KSF78_0003412
DDX21,gene-KSF78_0005543
DDX50,gene-KSF78_0005507
DDX50,gene-KSF78_0003412
DDX50,gene-KSF78_0005543
DEK,gene-KSF78_0004816
DEK,gene-KSF78_0008119
DHX9,gene-KSF78_0005507
DHX9,gene-KSF78_0005428
DHX9,gene-KSF78_0005409
DHX9,gene-KSF78_0005543
DHX9,gene-KSF78_0005409
DMAP1,gene-KSF78_0008389
DNAJC1,gene-KSF78_0005566
DNAJC1,gene-KSF78_0005142
DNAJC2,gene-KSF78_0005566
DNAJC2,gene-KSF78_0005142
DND1,gene-KSF78_0005428
DND1,gene-KSF78_0005505
DNMT3A,gene-KSF78_0004490
DNMT3A,gene-KSF78_0004687
DNMT3B,gene-KSF78_0004490
DNMT3B,gene-KSF78_0004687
DNTTIP2,gene-KSF78_0004044
DOT1L,gene-KSF78_0008344
DPF1,gene-KSF78_0005046
DPF1,gene-KSF78_0004298
DPF2,gene-KSF78_0005046
DPF2,gene-KSF78_0004298
DPF3,gene-KSF78_0005046
DPF3,gene-KSF78_0004298
DPY30,gene-KSF78_0008415
DR1,gene-KSF78_0005771
DTX3L,gene-KSF78_0005473
DZIP3,gene-KSF78_0005473
EED,gene-KSF78_0005545
EEF1AKMT3,gene-KSF78_0003437
EEF1AKMT4,gene-KSF78_0005335
EEF1AKNMT,gene-KSF78_0005335
EHMT1,gene-KSF78_0005530
EHMT1,gene-KSF78_0005530
EHMT1,gene-KSF78_0006580
EHMT1,gene-KSF78_0005524
EHMT2,gene-KSF78_0005530
EHMT2,gene-KSF78_0006580
EHMT2,gene-KSF78_0005524
EIF4A3,gene-KSF78_0005507
EIF4A3,gene-KSF78_0005543
ELP2,gene-KSF78_0005545
ELP3,gene-KSF78_0004973
ELP3,gene-KSF78_0005115
ELP4,gene-KSF78_0005514
ELP5,gene-KSF78_0003424
ELP6,gene-KSF78_0008701
ENY2,gene-KSF78_0002484
EP400,gene-KSF78_0005898
EP400,gene-KSF78_0005543
EP400,gene-KSF78_0005543
ERBB4,gene-KSF78_0005272
ERBB4,gene-KSF78_0004832
ERBB4,gene-KSF78_0005539
ERBB4,gene-KSF78_0005272
ERCC6,gene-KSF78_0005543
ERCC6,gene-KSF78_0005543
EXOSC1,gene-KSF78_0004735
EXOSC1,gene-KSF78_0004735
EXOSC2,gene-KSF78_0004735
EXOSC4,gene-KSF78_0005103
EXOSC4,gene-KSF78_0002326
EXOSC5,gene-KSF78_0005103
EXOSC5,gene-KSF78_0002326
EXOSC6,gene-KSF78_0005103
EXOSC7,gene-KSF78_0005103
EXOSC7,gene-KSF78_0002326
EXOSC8,gene-KSF78_0005103
EXOSC8,gene-KSF78_0002326
EXOSC9,gene-KSF78_0005103
EXOSC9,gene-KSF78_0002326
FBL,gene-KSF78_0007385
GADD45A,gene-KSF78_0006875
GADD45B,gene-KSF78_0006875
GADD45G,gene-KSF78_0006875
GATAD1,gene-KSF78_0005180
GATAD2B,gene-KSF78_0005180
GFI1B,gene-KSF78_0005440
GFI1B,gene-KSF78_0005440
GSG2,gene-KSF78_0005341
GSG2,gene-KSF78_0005539
HAT1,gene-KSF78_0001471
HCFC1,gene-KSF78_0005040
HCFC1,gene-KSF78_0005039
HCFC2,gene-KSF78_0005040
HCFC2,gene-KSF78_0005039
HCFC2,gene-KSF78_0005039
HDAC1,gene-KSF78_0004463
HDAC10,gene-KSF78_0004463
HDAC11,gene-KSF78_0004463
HDAC2,gene-KSF78_0004463
HDAC3,gene-KSF78_0004463
HDAC6,gene-KSF78_0004463
HDAC6,gene-KSF78_0005397
HDAC7,gene-KSF78_0004463
HDAC8,gene-KSF78_0004463
HDGF,gene-KSF78_0004687
HDGFL2,gene-KSF78_0009279
HDGFL2,gene-KSF78_0004687
HELLS,gene-KSF78_0005543
HELLS,gene-KSF78_0005543
HIF1AN,gene-KSF78_0006228
HINFP,gene-KSF78_0005440
HINFP,gene-KSF78_0005440
HINFP,gene-KSF78_0005440
HIRA,gene-KSF78_0006654
HIRA,gene-KSF78_0006654
HIRA,gene-KSF78_0005545
HJURP,gene-KSF78_0003741
HJURP,gene-KSF78_0009099
HJURP,gene-KSF78_0007767
HLCS,gene-KSF78_0003670
HLCS,gene-KSF78_0005676
HMG20A,gene-KSF78_0005559
HMG20B,gene-KSF78_0005559
HMGB1,gene-KSF78_0005559
HMGB1,gene-KSF78_0005559
HNRNPU,gene-KSF78_0008119
HNRNPU,gene-KSF78_0004073
HNRPL,gene-KSF78_0005505
HNRPL,gene-KSF78_0004605
HP1BP3,gene-KSF78_0006860
HR,gene-KSF78_0004906
HSPA1A,gene-KSF78_0005157
HSPA1A,gene-KSF78_0005157
HSPA1B,gene-KSF78_0005157
HSPA1B,gene-KSF78_0005157
HUWE1,gene-KSF78_0004997
HUWE1,gene-KSF78_0004997
HUWE1,gene-KSF78_0004997
HUWE1,gene-KSF78_0004997
HUWE1,gene-KSF78_0005550
HUWE1,gene-KSF78_0004997
IKBKAP,gene-KSF78_0004707
IKZF1,gene-KSF78_0005440
ING1,gene-KSF78_0009583
ING1,gene-KSF78_0005046
ING2,gene-KSF78_0009583
ING2,gene-KSF78_0005046
ING3,gene-KSF78_0009583
ING3,gene-KSF78_0005046
ING4,gene-KSF78_0009583
ING4,gene-KSF78_0005046
ING5,gene-KSF78_0009583
ING5,gene-KSF78_0005046
INO80,gene-KSF78_0002016
INO80,gene-KSF78_0005543
INO80,gene-KSF78_0005543
INO80B,gene-KSF78_0003894
INO80B,gene-KSF78_0004656
INO80C,gene-KSF78_0003364
JADE1,gene-KSF78_0004687
JADE1,gene-KSF78_0005046
JADE1,gene-KSF78_0005046
JADE2,gene-KSF78_0004687
JADE2,gene-KSF78_0005046
JADE2,gene-KSF78_0005046
JADE3,gene-KSF78_0004687
JADE3,gene-KSF78_0005046
JADE3,gene-KSF78_0005046
JAK2,gene-KSF78_0005539
JAK2,gene-KSF78_0005051
JARID2,gene-KSF78_0004906
JARID2,gene-KSF78_0004906
JARID2,gene-KSF78_0004906
JARID2,gene-KSF78_0004906
JDP2,gene-KSF78_0006501
JMJD1C,gene-KSF78_0004906
JMJD6,gene-KSF78_0004906
KANSL1,gene-KSF78_0009389
KAT2A,gene-KSF78_0004973
KAT2A,gene-KSF78_0005266
KAT2A,gene-KSF78_0006102
KAT2B,gene-KSF78_0004973
KAT2B,gene-KSF78_0005266
KAT2B,gene-KSF78_0006102
KAT5,gene-KSF78_0007993
KAT5,gene-KSF78_0005660
KAT6A,gene-KSF78_0007993
KAT6A,gene-KSF78_0005046
KAT6B,gene-KSF78_0006860
KAT6B,gene-KSF78_0007993
KAT6B,gene-KSF78_0005046
KAT7,gene-KSF78_0007993
KAT7,gene-KSF78_0004027
KAT8,gene-KSF78_0007993
KAT8,gene-KSF78_0005660
KDM1A,gene-KSF78_0004323
KDM1A,gene-KSF78_0002568
KDM1B,gene-KSF78_0004323
KDM1B,gene-KSF78_0006621
KDM2A,gene-KSF78_0005081
KDM2A,gene-KSF78_0004906
KDM2A,gene-KSF78_0005589
KDM2B,gene-KSF78_0006228
KDM2B,gene-KSF78_0005081
KDM2B,gene-KSF78_0005589
KDM3A,gene-KSF78_0004906
KDM3B,gene-KSF78_0004906
KDM4A,gene-KSF78_0004906
KDM4A,gene-KSF78_0004906
KDM4A,gene-KSF78_0005046
KDM4A,gene-KSF78_0005046
KDM4B,gene-KSF78_0004906
KDM4B,gene-KSF78_0004906
KDM4B,gene-KSF78_0005046
KDM4B,gene-KSF78_0005046
KDM4C,gene-KSF78_0004906
KDM4C,gene-KSF78_0004906
KDM4C,gene-KSF78_0005046
KDM4C,gene-KSF78_0005046
KDM4D,gene-KSF78_0004906
KDM4D,gene-KSF78_0004906
KDM4E,gene-KSF78_0004906
KDM4E,gene-KSF78_0004906
KDM5A,gene-KSF78_0004906
KDM5A,gene-KSF78_0004906
KDM5A,gene-KSF78_0004906
KDM5A,gene-KSF78_0005046
KDM5A,gene-KSF78_0004906
KDM5A,gene-KSF78_0004906
KDM5B,gene-KSF78_0004906
KDM5B,gene-KSF78_0004906
KDM5B,gene-KSF78_0004906
KDM5B,gene-KSF78_0005046
KDM5B,gene-KSF78_0004906
KDM5B,gene-KSF78_0004906
KDM5C,gene-KSF78_0004906
KDM5C,gene-KSF78_0004906
KDM5C,gene-KSF78_0004906
KDM5C,gene-KSF78_0005046
KDM5C,gene-KSF78_0004906
KDM5C,gene-KSF78_0004906
KDM5D,gene-KSF78_0004906
KDM5D,gene-KSF78_0004906
KDM5D,gene-KSF78_0004906
KDM5D,gene-KSF78_0005046
KDM5D,gene-KSF78_0004906
KDM5D,gene-KSF78_0004906
KDM6A,gene-KSF78_0004906
KDM6A,gene-KSF78_0005260
KDM6A,gene-KSF78_0005171
KDM6A,gene-KSF78_0005260
KDM6B,gene-KSF78_0004906
KDM7A,gene-KSF78_0005046
KDM7A,gene-KSF78_0004906
KDM8,gene-KSF78_0006228
KEAP1,gene-KSF78_0005040
KEAP1,gene-KSF78_0005040
KEAP1,gene-KSF78_0005040
KMT2A,gene-KSF78_0004602
KMT2A,gene-KSF78_0004602
KMT2A,gene-KSF78_0005046
KMT2A,gene-KSF78_0005524
KMT2A,gene-KSF78_0005589
KMT2A,gene-KSF78_0005046
KMT2B,gene-KSF78_0004602
KMT2B,gene-KSF78_0004602
KMT2B,gene-KSF78_0005046
KMT2B,gene-KSF78_0005524
KMT2B,gene-KSF78_0005589
KMT2B,gene-KSF78_0005046
KMT2C,gene-KSF78_0004602
KMT2C,gene-KSF78_0004602
KMT2C,gene-KSF78_0005046
KMT2C,gene-KSF78_0005524
KMT2C,gene-KSF78_0005046
KMT2D,gene-KSF78_0004602
KMT2D,gene-KSF78_0004602
KMT2D,gene-KSF78_0005046
KMT2D,gene-KSF78_0005524
KMT2D,gene-KSF78_0005046
KMT2E,gene-KSF78_0005046
KMT2E,gene-KSF78_0005524
L3MBTL1,gene-KSF78_0005270
L3MBTL1,gene-KSF78_0004876
L3MBTL1,gene-KSF78_0004027
L3MBTL2,gene-KSF78_0005270
L3MBTL3,gene-KSF78_0005270
L3MBTL3,gene-KSF78_0004876
L3MBTL4,gene-KSF78_0005270
L3MBTL4,gene-KSF78_0004876
L3MBTL4,gene-KSF78_0004027
LAS1L,gene-KSF78_0003500
LEO1,gene-KSF78_0000525
LRWD1,gene-KSF78_0005413
LRWD1,gene-KSF78_0005545
MAGOH,gene-KSF78_0003170
MAP3K7,gene-KSF78_0005539
MAPKAPK3,gene-KSF78_0005539
MASTL,gene-KSF78_0005539
MAX,gene-KSF78_0005417
MAZ,gene-KSF78_0005440
MAZ,gene-KSF78_0005440
MAZ,gene-KSF78_0005440
MBD1,gene-KSF78_0004635
MBD1,gene-KSF78_0005589
MBD2,gene-KSF78_0004635
MBD2,gene-KSF78_0004635
MBD3,gene-KSF78_0004635
MBD3,gene-KSF78_0004635
MBD4,gene-KSF78_0005555
MBD4,gene-KSF78_0004635
MBNL1,gene-KSF78_0005391
MBNL3,gene-KSF78_0005391
MBTD1,gene-KSF78_0005270
MCRS1,gene-KSF78_0004653
MCRS1,gene-KSF78_0004653
MDC1,gene-KSF78_0004653
MEAF6,gene-KSF78_0004996
MECP2,gene-KSF78_0004635
MEN1,gene-KSF78_0004261
METTL11B,gene-KSF78_0002075
METTL14,gene-KSF78_0008306
METTL16,gene-KSF78_0004848
METTL21A,gene-KSF78_0003437
METTL3,gene-KSF78_0008306
METTL4,gene-KSF78_0008306
MGA,gene-KSF78_0005417
MGA,gene-KSF78_0007916
MGEA5,gene-KSF78_0000970
MINA,gene-KSF78_0004359
MIS18A,gene-KSF78_0006403
MIS18BP1,gene-KSF78_0005142
MIS18BP1,gene-KSF78_0004552
MLLT1,gene-KSF78_0005166
MLLT10,gene-KSF78_0005046
MLLT10,gene-KSF78_0005046
MLLT6,gene-KSF78_0005046
MORF4L1,gene-KSF78_0001603
MORF4L1,gene-KSF78_0005660
MORF4L2,gene-KSF78_0001603
MPHOSPH8,gene-KSF78_0005530
MPHOSPH8,gene-KSF78_0005240
MPND,gene-KSF78_0005221
MPND,gene-KSF78_0000764
MRGBP,gene-KSF78_0001296
MSH6,gene-KSF78_0006026
MSH6,gene-KSF78_0006026
MSH6,gene-KSF78_0006026
MSH6,gene-KSF78_0006026
MSH6,gene-KSF78_0006026
MSH6,gene-KSF78_0004687
MSL1,gene-KSF78_0009389
MSL3,gene-KSF78_0001603
MSL3,gene-KSF78_0005660
MST1,gene-KSF78_0008780
MST1,gene-KSF78_0000848
MST1,gene-KSF78_0004663
MTA1,gene-KSF78_0002462
MTA1,gene-KSF78_0002788
MTA1,gene-KSF78_0005180
MTA2,gene-KSF78_0002462
MTA2,gene-KSF78_0002788
MTA2,gene-KSF78_0005180
MTA3,gene-KSF78_0002462
MTA3,gene-KSF78_0002788
MTA3,gene-KSF78_0005180
MYBBP1A,gene-KSF78_0001224
MYSM1,gene-KSF78_0005221
MYSM1,gene-KSF78_0005142
MYSM1,gene-KSF78_0002568
NAA60,gene-KSF78_0004973
NAP1L1,gene-KSF78_0005438
NAP1L2,gene-KSF78_0005438
NAP1L4,gene-KSF78_0005438
NASP,gene-KSF78_0004092
NASP,gene-KSF78_0005260
NAT10,gene-KSF78_0000771
NAT10,gene-KSF78_0000771
NAT10,gene-KSF78_0007645
NAT10,gene-KSF78_0000771
NAT10,gene-KSF78_0000771
NAT10,gene-KSF78_0000771
NAT10,gene-KSF78_0007645
NAT10,gene-KSF78_0000771
NCL,gene-KSF78_0005505
NCOR1,gene-KSF78_0005142
NCOR2,gene-KSF78_0005142
NEK6,gene-KSF78_0005539
NEK9,gene-KSF78_0005539
NEK9,gene-KSF78_0004762
NFYB,gene-KSF78_0005771
NFYC,gene-KSF78_0005771
NIPBL,gene-KSF78_0003382
NIPBL,gene-KSF78_0003382
NOC2L,gene-KSF78_0002186
NPAS2,gene-KSF78_0005417
NPAS2,gene-KSF78_0004342
NPAS2,gene-KSF78_0004026
NPM2,gene-KSF78_0005306
NSD1,gene-KSF78_0005046
NSD1,gene-KSF78_0004687
NSD1,gene-KSF78_0005524
NSRP1,gene-KSF78_0004509
NSUN2,gene-KSF78_0002493
NSUN6,gene-KSF78_0002493
NTMT1,gene-KSF78_0002075
NUP98,gene-KSF78_0004924
NUP98,gene-KSF78_0004924
OGT,gene-KSF78_0007022
OGT,gene-KSF78_0005260
OGT,gene-KSF78_0005260
OGT,gene-KSF78_0005260
OIP5,gene-KSF78_0006403
PAF1,gene-KSF78_0003551
PAGR1,gene-KSF78_0005095
PAK2,gene-KSF78_0006144
PAK2,gene-KSF78_0005539
PARG,gene-KSF78_0003255
PARP1,gene-KSF78_0005473
PARP1,gene-KSF78_0008748
PARP1,gene-KSF78_0002455
PARP1,gene-KSF78_0002455
PARP1,gene-KSF78_0002455
PARP1,gene-KSF78_0008748
PARP2,gene-KSF78_0002455
PARP2,gene-KSF78_0002455
PARP2,gene-KSF78_0002455
PARP3,gene-KSF78_0002455
PARP3,gene-KSF78_0002455
PARP3,gene-KSF78_0002455
PAXIP1,gene-KSF78_0005473
PAXIP1,gene-KSF78_0005268
PBK,gene-KSF78_0005539
PBRM1,gene-KSF78_0002462
PBRM1,gene-KSF78_0005266
PBRM1,gene-KSF78_0005559
PCGF1,gene-KSF78_0005518
PCGF2,gene-KSF78_0005518
PCGF3,gene-KSF78_0005518
PCGF5,gene-KSF78_0005518
PCGF6,gene-KSF78_0005518
PCNA,gene-KSF78_0008261
PCNA,gene-KSF78_0008261
PDP1,gene-KSF78_0008327
PHC2,gene-KSF78_0004876
PHC3,gene-KSF78_0004876
PHF10,gene-KSF78_0005046
PHF12,gene-KSF78_0005046
PHF13,gene-KSF78_0005046
PHF14,gene-KSF78_0005046
PHF14,gene-KSF78_0005046
PHF2,gene-KSF78_0004906
PHF2,gene-KSF78_0005046
PHF8,gene-KSF78_0004906
PHF8,gene-KSF78_0005046
PHIP,gene-KSF78_0005266
PHIP,gene-KSF78_0005545
PIWIL4,gene-KSF78_0008139
PIWIL4,gene-KSF78_0009333
PKM,gene-KSF78_0005425
PKM,gene-KSF78_0005425
PKN1,gene-KSF78_0006561
PKN1,gene-KSF78_0005539
PKN1,gene-KSF78_0005461
POGZ,gene-KSF78_0004654
POGZ,gene-KSF78_0004654
POLE3,gene-KSF78_0005771
PPARGC1A,gene-KSF78_0005505
PPM1G,gene-KSF78_0008327
PPP2CA,gene-KSF78_0005321
PPP4C,gene-KSF78_0005321
PPP4R2,gene-KSF78_0001269
PRDM1,gene-KSF78_0005524
PRDM1,gene-KSF78_0005440
PRDM12,gene-KSF78_0005440
PRDM13,gene-KSF78_0005440
PRDM13,gene-KSF78_0005440
PRDM14,gene-KSF78_0005524
PRDM14,gene-KSF78_0005440
PRDM14,gene-KSF78_0005440
PRDM14,gene-KSF78_0005440
PRDM16,gene-KSF78_0005440
PRDM16,gene-KSF78_0005440
PRDM16,gene-KSF78_0005440
PRDM2,gene-KSF78_0005524
PRDM2,gene-KSF78_0005440
PRDM2,gene-KSF78_0005440
PRDM4,gene-KSF78_0005440
PRDM4,gene-KSF78_0005440
PRDM5,gene-KSF78_0005440
PRDM5,gene-KSF78_0005440
PRDM5,gene-KSF78_0005440
PRDM5,gene-KSF78_0005440
PRDM5,gene-KSF78_0005271
PRDM6,gene-KSF78_0005524
PRDM6,gene-KSF78_0005440
PRDM6,gene-KSF78_0005440
PRDM6,gene-KSF78_0005440
PRDM8,gene-KSF78_0005440
PRKAA1,gene-KSF78_0005539
PRKAA2,gene-KSF78_0005539
PRKAB1,gene-KSF78_0003736
PRKAB2,gene-KSF78_0003736
PRKAG1,gene-KSF78_0005552
PRKAG2,gene-KSF78_0005552
PRKAG3,gene-KSF78_0005552
PRKCA,gene-KSF78_0005046
PRKCA,gene-KSF78_0004952
PRKCA,gene-KSF78_0005539
PRKCA,gene-KSF78_0005461
PRKCB,gene-KSF78_0005046
PRKCB,gene-KSF78_0004952
PRKCB,gene-KSF78_0005539
PRKCB,gene-KSF78_0005461
PRKCD,gene-KSF78_0005046
PRKCD,gene-KSF78_0005539
PRKCD,gene-KSF78_0005461
PRMT1,gene-KSF78_0005335
PRMT2,gene-KSF78_0004311
PRMT2,gene-KSF78_0005351
PRMT5,gene-KSF78_0004311
PRMT6,gene-KSF78_0009128
PRMT7,gene-KSF78_0005199
PRMT8,gene-KSF78_0005199
PRMT9,gene-KSF78_0005199
PRMT9,gene-KSF78_0005260
PSIP1,gene-KSF78_0009279
PSIP1,gene-KSF78_0004687
PTBP1,gene-KSF78_0005505
